,review_date,state,ski_resort,rating,review,user_name
729,2007-01-12,Utah,Brighton,4,"Brighton has been a staple for our ski trips to Utah since we started going (OK, so only a year ago), but it's such a great place, that we go there at least twice a trip.  This year, we kicked off our Utah ski trip with Brighton, and we were rewarded with 6"" of fresh while we were there.  On top of that, it had just dumped on the Wasatch range the day before, so we were killing fresh most of the day.

Brighton's a ""small""  compared to everything else in the Wasatch range: Alta and Snowbird have larger and more epic terrain, and Park City and the Canyons are spread out more.  But Brighton  the little  that could  has a secret.  Terrific snow conditions, breathtaking views, fantastic backcountry, and epic tree skiing.

To go to Brighton is to find exactly what you are looking for: want tree skiing?  Brighton has the best in the Cottonwood canyons.  You can take any lift and drop in between two blue runs for moderate sloped trees, or cat over to a double black for steep, tight tree runs.  My favorite area is skier's right off of the Snake Creek Express chair, between the steady rolling blue runs.  I also enjoy heading down skier's left of the cat track from Great Western and dropping just below the cat, running directly under the Great Western chair.  This is some of the best tree skiing I have ever done.  Even on windy days (such as our first day at Brighton, when 70+ MPH winds closed Great Western), we were able to take shelter in the trees and find pow that hadn't been swept away.  Even when we returned days later, we found tracks through most of our previous tree runs, but with a little effort were able to find freshies again.

I haven't taken part in much of Brighton's backcountry (the gate off of the Great Western lift, I was told by a local, has some pretty burly terrain, and I doubted that I could keep up with my friends), so we opted instead to ski some of the ""inbounds backcountry"" off the Millicent lift.   Millicent lift is far skier's left (or directly to the right of the  when looking up from the parking lot) and is a scary fixed double that takes you high up off the ground  not for the faint hearted.  When we arrived at the top, we found the two gates closed for the backcountry due to avalanche danger.  Most of the front side off of the Millicent lift was gnared up with rocks and logs due to low snow conditions, but we were able to ski some small chutes and drop a few small cliffs, landing usually shin  or knee deep in fresh snow.  Another favorite spot for me is about 1/3 of the way down the cat track off of the Great Western lift.  Drop into the double black there with a seemingly gnarly line with tons of rocks, stumps, and brush.  Clear the top half of the glade and be treated to a wide, steep, expanse with fresh snow for the taking.

We barely spent any time in the middle of the , where fun groomers await those not ready for tree or backcountry skiing.   groomers are wide, soft, and very easy to handle for beginner to intermediate skiers.  I was amazed at the amount of newbies taking skiing lessons at Brighton.  It seems as if the front side slopes here are conducive to learning, so that may explain the huge throngs of people with ski instructors.   real gem, for sure, in the middle of the  (by ""middle,"" I mean the two base chairs,) is the park at Brighton.  During our second visit this trip (on a Tuesday), we saw some amazing snowboarders and skiers pulling tricks in the park.  I saw a snowboarder so flawlessly stomp a rightside 9 that I thought he was pro.  and then I watched 4 double plankers pull truck drivers in machine gun succession in the half pipe, followed by a girl on twin tips who popped 360s out of the pipe like I pop aspirin after a day of skiing.  Before I knew it, the chair was at the top, and I left wanting to take the same chair again to watch the local park scene go off some more.

Moving off the slopes, Brighton is a completely unobtrusive .  re’s not too much merchandising going on (ala Snowbird), prices for food and drinks are moderate, and there’s no mid mountain restaurants waiting to fleece you for your cash.  Everything is nestled into a small base village that you’d almost would think consisted of only the ticket office.  Unfortunately, this small sized base village is also Brighton’s downfall: on a busy weekend, good luck trying to find a place to sit inside to warm up while you eat lunch.  and the food service line—with only three checkouts—moves slower than the beginner hill quad.  We spent 15 minutes inside just trying to find someone who was within 10 minutes of getting ready to leave, so we could poach their table.  Otherwise, we were forced to sit outside the bathroom door to relax and warm up.  Brighton’s teeny tiny base village came back to haunt the customers on this busy weekend.  Although Brighton can turn the tables on this and say, “we’re focused on skiing and snowboarding,” people still need a place to relax, drink a Redbull, and recharge their batteries for more epic skiing.

In another  review of Brighton, someone mentioned that the lifties don’t do a very good job managing lift lines.  This may be true for the bottom half of the mountain, but once you get to the topside, liftlines (what few I participated in) moved quick and efficiently.  Although, to the reviewer’s credit below, I rarely saw lifties as they were mostly hiding in their warming house.  This may either mean that the customer’s who used the upper moutain’s lifts were just smart enough to pair up, or the upper half of the mountain just wasn’t used enough due to the whipping winds and cold.  Either way, the liftlines on the busy Saturday we spent at Brighton moved quickly and efficiently, and I have no complaints there.  Most of my complaints are reserved for the smallish base village—which is a surprise, considering that Brighton is managed by the same company that runs Big Sky MT.

While Brighton doesn’t have the expansiveness as Park City or the epic terrain of Snowbird or Alta, it does have it’s perks.  It’s the perfect  for high intermediate to advanced skiers and snowboards to go and level up their abilities.   trees and backcountry are shorter, less burly technical runs that have a built in comfort factor due to their size.  That doesn’t mean that hairball terrain exists (it does), it’s just that most of the time at Brighton, you will find yourself in a scary situation that you can always get out of.  While the groomers were alive and kicking with ski schools (and the quality of the groomers rates high,) I think Brighton is probably the least family friendly of s.  Stick with your Park City or Deer Valley for that.  To me, it just seems like the terrain you get at those s is greater for moms and dads and kids to utilize.  Brighton may just be too small for a “family” .  and if you get a chance, shoot through the park and check out some of the hits and rails they have—some of the coolest (although few in number) that I’ve seen in Utah.

Brighton ranks #3 in my list of Utah ski s (right behind Alta and Snowbird), because I enjoy the variety of terrain and the fact that there’s always snow to be had.  I also enjoy that the terrain is always a bit more friendly to my limited ability skiing, and anything that ends up being too burly for me to handle is always forgiving at the end.",Richard 1
730,2007-01-12,Utah,Solitude Mountain,3,"I felt the need to respond to the negative review of Solitude's RFID lift ticket system.  I think the system works great!  I rarely have a problem activating the gate on my first try.  I keep the pass in my pocket and just slide right up next to the reader and gently lean towards it.   gate actually does make a sound when it reads your card, maybe that person just has bad hearing.  and I've never had trouble getting through the gate in the time window provided.  How long does it take to move 3 feet?  I would suggest hanging up the cell phone and paying a little more attention.  Something that might just help your skiing!",Richard 1
732,2007-01-13,Wisconsin,Cascade Mountain,5,"My famly & I have never skied so we and the neighbors went tubing at Cascade last January.  What a blast!  re's 3 runs and the tow rope pulls you up the mountain while you lay on the tube.  It doesn't get any easier.   operators were friendly and fun.  re was one employee not in the loop but the manager sought him out for ""educating.""  Can't wait till we get more snow so we can take the kids again.  I guess they've changed the tow rope to where you don't have to sit on your tube going up.  It's more escalator type?  ",airgarden94
735,2007-01-13,New Hampshire,Attitash,4,"We are regulars at Attitash and love it.  My three kids, ages 10, 8, & 4 have taken group & private lessons and get compliments on their skiing whenever/whereever we are on the snow.   trail layout is great for groups to break up and join together again at a merge or at the lifts.  Attitash is a great mountain with terrain for everyone, make the trip & love the skiing! Like everywhere, the prices are getting steep, but with discounts through Mobil's Ski3 and Edge Cards it will hurt less.  Keep up the good work!",Jay C
750,2007-01-14,Colorado,Breckenridge,4,"Jan. 7, skied all day, fairly long lift lines, decent snow...packed powder.",hranee
751,2007-01-14,Colorado,Vail,5,"This past Saturday was a POW POW day for sure!!!  and...you didn't need to look hard to find freshies!   ride to Vail took about 2 hours from Denver because of the ""safe"" driving on the icy roads east of Summit County.  We were on our ski's by 9:30 and skied hard until abou 2:30.   day started out being beautiful and sunny.  I actually had to open my vents on my jacket and helmet.  I skiied on Seldom for my first time.  I often will  drop into Ricky's Ridge, but I wanted to try something new.  It was great!!!  We had some great POW POW shots!    snow was excellent.  We found powder to be waist deep in certain areas.   

and then...all of a sudden, we found ourselves skiing through the cloud while in China Bowl.  

Even though we were in the cloud, we still had to venture to Blue Sky.  Blue Sky was a bit tracked up...well very tracked up...HOWEVER, we still found freshies.  It was just that kind of day.  

Vail still ranks number 1 in my book for s that are part of the Colorad Pass.  No matter what day I find myself at Vail, I seem to always find nice pow pow and often freshies.    is big enough to offer this type of great skiing.  

I would recommend to never pass up an opportunity to ski Vail if you do not regularly have this type of opportunity. Thanks, Rippin Skiers http://rippinskiers.com",hranee
770,2007-01-15,Wisconsin,Devils Head,5,"Bought lift tickets based on what we could see from the bottom and web posting of 80% terrain open.  kids tried two lifts hoping for something with snow on it. About the only part that had their claimed 30""base was on the tree line. So, for $84.00 they rode the lift twice and said it was a waste of time.  lodge manager, Betsy, was rude and insulting.  I can only imagine who could have written positive reviews for any experience there...possibly the staff???",joey58242
771,2007-01-15,Michigan,Big Powderhorn Mountain,5,"This ski hill is very family friendly.  snow conditions on January 14, 2007 were fantastic. y had groomed the trails and they had a couple of inches of new snow via lake effect off of Lake Superior.  All of the runs were in good condition with a nice layer of powder on top. It did help that it lightly snowed throughout the day.  If the family is looking for more intermidiate runs which are not boring this is a nice mountain.  I was also surprise for a Sunday, it was not very crowded.  Very few lines all day.
",Mike134
805,2007-01-17,Vermont,Jay Peak,4,"Jay is a great  with a ton of potential. If you like to ski aggressive terrain this is the place for you! when it's snowing you can't beat it. This place has good vibes and great skiing although you have to search fo a good party. Bring your own. My advise is to follow a storm and check it out! 
Peace and fresh Powder!",tom travis
806,2007-01-17,Vermont,Stowe Mountain,5,You've got to be kidding! Stowe is the absolute worst.  conditions have been horrible and the staff treats you as though they are doing you a favor. re are so many much better experiences out there. Do yourself a favor and take a pass on this one.,tom travis
807,2007-01-17,Vermont,Killington,4,"I like Killington.  Over New Years they made alot of snow and kept the guns going.  But with the warm weather, conditions slipped considerably the following weekend.  Generally there is plenty of terrain for all abilities.   restaurants are very good.  re are alot of singles in the area, but plenty of things for families too.",tom travis
808,2007-01-17,Vermont,Pico Mountain,4,"Pico is a nice place, the mountain itself has the goods, especially in the trees.  In bounds the expert terrain is very limited though.  In general the terrain is limited and it does not handle crowds well, thankfully outside of holidays there are no crowds. re is no terrain park not even small features most times.   Snow making is a joke, in years past they had capacity issues but now this year with totally upgraded snowmaking capabilities they do not use it, pretty much 49er and pike see snow guns the rest get ignored it is mostly natural skiing.  Pico ski school is great but all other facilities are kind of ignored.  My advise is come here when natural snow is around and really only if you are looking for a family experience.  We come with the kiddos because we like the ski school more than Killington and it is much easier to pick up and drop off without totally messing up your ski day.  We like it but many of our more experienced friends will come for a day or so and get bored so go to Killington.   other issue they have is antiquated lifts that malfunction far too often.  It does have charm though and is totally unlike Killington, it is a different world and one that unfortunately often is neglected.  Sometimes it seems like they don't remember it is even there, if you do dense woods it skis a lot bigger than it seems and frankly has better and more straightforward terrain than anything outside of bear at K.  If you are an inbounds skier and not a beginner do yourself a favor and go to Killington unless there has been a massive dump.   other problem is the that 49er gets totally destroyed as it is the only thing people go down.  Pricing used to be really good but now at $89 for a day ticket it is a bit steep given the lack of snow making.",tom travis
809,2007-01-17,Vermont,Sugarbush,5,"Sugarbush is focused on skiing, not frills. It has delightful runs off the Super Bravo quad, including Downspout, Valley House Traverse, Snowball and Spring Fling. A ride up Heaven's Gate Triple ends up at the top of Organgrinder, an unrelenting    but groomed    fall line trail. It's one of seven really tough trails off the lift.  On my visit, J.J. Toland of Sugarbush led a couple of fast, top to bottom runs down Jester, a rollicking, rolling trail off Lincoln Peak, over to Gate House quad, up to North Lynx Triple, with several runs off that lift. It's a hike, but worth it. It takes a while to learn how to ski this area's 115 trails and 17 lifts    with elevations of 2,400 feet off Lincoln Peak, 2,237 off Castlerock (with eight really tough runs), 1,725 off North Lynx, and 2,650 feet off Mt. Ellen. Don't know why it took so long to visit this area, but I intend to go back often.",tom travis
810,2007-01-17,Pennsylvania,Elk Mountain Ski,5,"If you’re looking for an East coast ski hill north of DC and south of New England, Elk Mountain offers just about the most vertical (1000’, second in PA only to Blue Knob’s 1072’) and varied and challenging terrain you’ll find in the region.  Most importantly, it consistently offers the best snow in the area.  Elk is a throwback mountain in character and style, with an authenticity worn in from having been around since 1959.  Where Killington often bills itself as Aspen East, Elk mountain has the warm, carefree, wood paneled 70’s style that makes it something of a Jay Peak south.  

Located about 2 hours north of Philadelphia and 2.5 hours from New York City, Elk is accessible to the region’s major metropolitan centers, but seems to be just far enough away to avoid getting overrun by Philly and New York daytrippers. Elk is nestled in Pennsylvania’s Endless Mountains, and holds 27 trails on 140 acres, and a grand new Stompin’ Grounds terrain park.  Elk runs five double chairs, and one fixed grip quad; four of these, including the quad, take you from the base to the summit, allowing for continuous top to bottom runs across the mountain’s entire terrain.  mix of trails at Elk allows all levels of expertise to be entertained, from novice greenies to those looking for some steep thrills. 

Eleven of the 27 trails are expert, 10 are intermediate cruisers, 6 are for beginners, and seven trails are lit for night skiing, including the terrain park.  This abundance of variety for advanced skiers and riders is superior in the eastern Pennsylvania region, and is complimented by multiple longer, winding routes which are the appeal of Elk for many regulars.  Beginners can explore green top to bottom runs on their own, or enlist in Elk’s certified learn to ski and ride programs. Throw in the Stompin’ Grounds park, with multiple kickers, rails, and boxes, and you’ve got a complete mountain. 

Elk has sufficient off mountain amenities; the base complex features a large day lodge, all guest services, the ski school center, the Winter Garden Restaurant and Bar, rentals, and a ski and board shop.  As a , however, Elk is limited by a lack of après ski offerings and mountain accessible lodging. re’s no lodging on the mountain itself, and limited offerings within ten miles.   best options are Oliveri’s Crystal Lake Hotel, the Stonebridge Inn and Restaurant, both within 10 miles, and several smaller B&Bs that can be sifted through on Elk’s website. 

What ultimately separates Elk, however, is the snow.  As any skier knows, the snow makes the experience.  Without sufficient snow cover, the best mountains are little more than frustration, while enough soft whiteness can make a steep back hill a great run. Elk’s snow quality and grooming have been ranked the best in PA by Ski Magazine readers for two years running, and ranked in the top 10 in all the East.  and while they get 5 feet of natural snow annually, at Elk’s latitude these days, the rave reviews frankly mean that they know how to make the stuff.  Elk cover’s 100% of its terrain with snowmaking, and makes the most of it with excellent grooming.  result is that if it’s cold enough, they’re skiing.  If you’re in the neighborhood and looking for the place to carve some satisfying turns, Elk is the place to get your fix.  ",tom travis
820,2007-01-19,Washington,Alpental,4,"Just a quick update.   constant snow and moderate temps (a little cold for a week) have really stacked up the hill and stabilized the base.  Upper gates have consistently been open, giving access to lots of stashes back there.  Upper traverse has been open (but slipping down some from the cliff), so you get a fast traverse over, great fresh descent, and fast skate back.  Don't go back w/o a friend and knowledgable Alpie, but hard to pass up if you have the right stuff.  Nash is getting cut, but still holding turns on the sides.  Snake Dance is hoppy.  You'll have a hardpack surface under 3 4 inches overall.  Makes for skiddy turns with a litttle grab.  Keep the legs turning and ski pointed downhill.  Lap it up!",anhillx
821,2007-01-19,Washington,Crystal Mountain Washington,4,"I skied Crystal between Christmas and New Year's, one of the busiest times of the year for any ski , and it only snowed a little bit when I was there. at the Snorting Elk for Apres ski, my local friends were lamenting this fact over a pitcher of a rather strong local beer called ""Bi frost"" or something like that. No snow, and during such a busy time can't be good, right? I almost agreed, but stopped to realize: I'd just skied a steep and narrow, albeit short, chute (with boot deep wind loaded pow); a wide bowl (a little deeper); trees (knee deep, and completely untouched since the storm 5 days prior); and a demanding mogul run. All in one 2500' vertical run. and I'd done runs very similar to this for all four days that I was there! 

Crystal Mountain, of which I'd heard little previously, has nudged a few very good ski s down a notch or two on my favorites list. Oh, there was hardly any terrain park at all, even with the 8 feet of base, but there are ample cliffs and natural booters to huck yourself off, and well worn downed trees to rail slide.

Here's a picture of Mt. Rainier, with its unique lenticular clouds to the looker's left of the mountain.  Anybody from lower intermediate ability and above can ski from where this photo was taken. Another reason Crystal rocks.",anhillx
822,2007-01-19,Washington,Stevens Pass,2,"I first skied Stevens back in the early '70s when I was in junior high school.  I later blew my ACL in college and took the next 25 years off.  Going back to Stevens for the first time last season I was both pleased and disappointed.   base area is vastly improved (save for still having a rope tow to get from the lower to upper facilities   never hear of a handle tow?  Wanna buy me some new gloves?).  But returning to Stevens after so long was like returning to your grade school   wasn't this place a lot bigger?

I used to love Stevens when comparing it to Snocrummie Summit where I spent my first year of skiing.  However, my first time back on skis three seasons ago was at Vail.  Yes, I'm jaded, but even Crystal is lacking when you start comparing it and other Washington areas to real mountains. That being said, we spent New Year's weekend at Mission, and I'd forgotten that when you ski chair two top to bottom you are getting a full 2,000' of vertical.  You need to take two chairs to do that even at Crystal.  Throw in the lack of crowds and far fewer snowboarders, and Mission may be the best skiing experience in Washington. Harbour Properties selling Mission was, apparently, the best thing that could have happened to it.

While it's great that Stevens' upgraded Barrier (what's this ""Skyline"" nonsense) to a high speed quad, why are Chief and Brooks the same 30+ year old lifts, and why oh why didnt' they put high speed detachable quads in Mill Valley? and do you think you could spend more time grooming back there and perhaps re contour some of the slopes?  and why hasn't the base of Daisy been moved north, and why isn't it a high speed detachable quad? Etc., etc.

Stevens staff leaves a bit to be desired as well.   lift lines at Barrier, er, I mean Skyline and Hogsback are poorly managed, and the ski patrol needs to get on the literally hunders of boarders about parking their butts in the middle of runs all over the mountain.  It may be a lost cause as most of them seem to have no hill sense anyway.  I guess when boarders take all three of their lessons none of them include instruction on common courtesies or even common sense.

Okay.  Off my soap box and done foaming at the mouth. In short, Stevens is still a good mountain for mid week skiing.  But forget weekends and holidays.",anhillx
845,2007-01-20,Illinois,Ski Snowstar,5,"Snowstar  is ready to open!  Quad Cities, Il. is in for a great time this year on the slopes of Snowstar.  Six inches of natural snow and over 3 feet of man made snow is ready to greet the fun loving outdooor enthusiasts this year at Snowstar.  Great skiing runs, an improved snowboard park, tubing, and good food next to a roaring fireplace will put a smile on your face.   fun won't stop at nightfall as the lights come on and the evening fun begins.  Opening day is December 9 with early season hours on the 9 and the 10 from 9 am to 9pm.  Dec. 11 14 hours are 4pm to 9pm.  As of Dec. 15, Snowstar's regular hours are 9 to 9 daily.  ",jwtime
874,2007-01-22,Utah,Snowbird,5,"First off park city is a waste of time, unless you go to canyons it is really nice. 
Snowbird was one the best s in Utah. However if you like the real deal hollyfield then go to Colorado. Snowbird is good place must see. ",bobbert
875,2007-01-22,Utah,Park City Mountain,2,"I have been in Park City Mountain Resort now since November.  snow conditions here are good, we are due another 8in of snow by friday morning.  beginner runs are good, as is the intermediate and advanced terrain. 

 parks are rated as 1# in North America, the superpipe is in fantastic condition and is frequanted by the top skiers and snowboards in the USA.
 Apres ski is good, try out the cornerstore for cheap beers and good nachos and wings.

 kids ski school has undergone a programme revamp this year. It ensures that no childs class is bigger than 5 kids. Come out and enjoy the fantastic snow.",bobbert
876,2007-01-22,Colorado,Winter Park,5,"Lots of runs, awesome snow.  Stayed at the Iron Horse Resort which is ski in/ski out.    ski in part is easy, but the ski out was such a gentle slope, it meant some pushing.  If you want to be right by the lifts, you might try the Zephyr.   snow was wonderful, and lots of runs.   Everyone was friendly, and the warming huts were a nice treat.  Like most mountains, the food is expensive.  Abundance of runs at the bottom that would suit a new skier (fairly flat).   Plenty of runs for the intermediate skier, and bowls and blacks for thos ski fanatics.  Great family location.   Small town feel, the free bus service was a definite plus!!  Tons of lifts.  We had a great week there.  I would definitely recommend Winter Park!",bobbert
877,2007-01-22,Vermont,Smugglers' Notch,3,it is curious that all of these reviews are so positive amid the obviously pathetic snow year we are having. seems like the smuggs staff really needs some business. but its good to see 11 inches posted.,Jay C
957,2007-01-29,New Mexico,Pajarito Mountain,3,"Unfortunately, as of January 8, 2007 it will be necessary to pass through a checkpoint for Los Alamos National Laboratory to get to this Ski Area.   NNSA (National Nuclear Security Agency) is claiming that they will only delay your vehicle for a few seconds while they look to see who is riding in your vehicle.  But many people think that they will go back on their word, and start doing full searches.  RVs and large trucks are already subject to searches.  re is a bypass planned eventually, but this may still be several years in the future; as the Los Alamos County Government is trying to make the bypass funding dependant on approval of their other grandiose development plans.

It is still possible to avoid the checkpoints by taking the road past Bandelier National Monument; but this is a winding, slow road with few spots to pass slower vehicles.  It is several miles further and 15 or 20 minutes longer to get to Parajito this way, from the Santa Fe area.

If you enjoy this ski area, write your senators and congressmen; and protest the blockade of this formerly public highway and major access route to this ski area and the Jemez Mountains.",Dan Gibson
976,2007-01-30,Colorado,Breckenridge,5,"i have been there 3 years in a row and i have to say it is my favorite.there ski hills around where i live but nothing like it.it was great my first year but hard because i was not as good. my second year was better. but my third year was by far the best.if you can do the blue,black,and double black it is so cool.it is a REALLY good family place to. I LOVED IT THERE IF YOU PLAN ON GOING HAVE FUN!!!!!!!!!",noonito
978,2007-01-30,California,Palisades Tahoe,3,"I went to Squaw on January 25.  As all the s in Tahoe, the snow is slim and the rocks are abundant.  Although, I see the pull to this , right now with the snow and groomers lacking I suggest you skip this  for Northstar or Sierra.  This  is huge, but I don't think I found one really good groomed run except the road down to the village (Mountain. run).  Although this was the least favorite of the four s I went to in Tahoe (Kirkwood, Sierra and Northstar), the beginners park off of the Belmont lift made a bad day into a good one for me.   park has at least a dozen different rails, 4 kickers and a medium size jump   I suggest spending the day here if you don't find fun on the ""groomers"".  
FYI   I would definintely hit this  with more snow :)",tsfoust
979,2007-01-30,California,Kirkwood,3,"Although, they haven't had snow since the beginning of January they had several great groomers and a nice intermediate terrain park.  y probably have some of the better conditions out of most of the s right now   we went on Jan 23 2007.  This is where many of the locals are going because of the better snow coverage ... by better I mean you should still take you're rock board/ski's, but the coverage is better than Heavenly (just what I heard from locals) and the runs are groomed much better than Squaw (experience talking).  ",tsfoust
980,2007-01-30,California,Sierra at Tahoe,3,"We rode Sierra on January 24.  Although snow is scarce thru out Tahoe, this  had several good groomed runs and a nice beginners terrain park.  I suggest you bring your rock board if you're going soon ... they haven't had God made snow since the beginning of January and there are several thin spots.  While we were there our favorite fast run was Horsetail   also groomers choice!  We enjoyed our time at Sierra even though snow fall is the worst it has been in YEARS!",tsfoust
981,2007-01-30,California,Northstar California,4,"I went to Northstar on January 26.  This was our favorite  out of the 3 we went to last year (Mt. Rose and Heavenly) and again it was our favorite of the four we went this year (Sierra, Kirkwood, Squaw).  If you're coming to Tahoe soon, you should know the snow is thin.  Although the rocks are abundant at all of the s in Tahoe right now, this is probably the  with the best coverage.  We hit some great fast groomers on the backside and although we never hit the park, it look well manicured.  If you're going to Tahoe, you will not be disappointed in this .",tsfoust
991,2007-01-31,Colorado,Winter Park,3,"This was my first time to Winter Park and it was great.  lift lines were a little long on the weekend, but that is to be expected. If you are a beginner this is the place for you, they have some WIDE open greens that are very easy. I was not impressed with the more challenging slopes, it seemed that all the blacks were mogals and I prefer more downhill skiing. If you plan on going I would recommend not staying at the Winter Park Mountain Lodge.  beds are not comfortable at all, the pillows are like rocks, and the service was HORRIBLE. With Corporate America taking their work with them on vacation, one would think that you would not have to go sit in a bar just to get Internet access.  rates you have to pay for the rooms should justify having Internet access in your room.",stevenam
1009,2007-02-03,Colorado,Telluride,5,"I went to Telluride Jan 15 22, 2007.  It was a little difficult to get to (the air trip from Ft. Lauderdale to Dallas to Montrose and bus to Telluride took 13 hours), however it is worth it.  I'm an advanced beginner and there was lots of skiing available to beginning and intermediate skiiers.  re were NO lift lines and bright sunny cold days.   history, the architecture, the mountains and town are well worth the trip.  restaurants I went to had very good food and my lodging was very comfortable.  ",anhillx
1029,2007-02-05,Wisconsin,Devils Head,4,"we go to devil's head from chicago to get our ski fix.  it and cascade are fine for a day on the hill.  if we can spend to night, we go up to granite peak.  devils head is woodsy and quaint     no high speed lifts but the runs are a decent length.  we've been returning for several years",airgarden94
1042,2007-02-05,New York,Belleayre,4,"Up until this year, I've bought a season pass at nearby Plattekill so hadn't visited Belleayre too often.  I was there yesteday, thanks to the Potter Brothers ski shop Flex Day promotion ($19.95 lift ticket).  I arrived around 10am and there was still plenty of parking.  Runs that were open had plenty of snow (99% man made variety) with the exception of the mogul run which was skied off and had a few bare spots    but NO ICE anywhere    a rare treat for eastern mountains.  Overall, excellent conditions, especially in light of the paucity of natural snowfall this season.   main lift    the Super Chief high speed detachable quad had lift lines of under 5 minutes and the other lifts had no lines to speak of at all (30 seconds tops).

    Belleayre has some interesting terrain although there is significant grade inflation (i.e., they have trails marked double diamond that might be marked intermediate blue at Jackson Hole) and all the trails flatten out significantly over the bottom 1/2 of the runs.

    Food prices in the lodge seem to have risen significantly over last year, with no discernible corresponding increase in quality.

     Nonetheless, if you want to ski within a reasonable travel time of NYC on weekends, Belleayre is hugely preferable to Hunter or Windham where you will face more crowds, more inexperienced skiers/riders, longer lines for lifts and food service, and longer walks to your car at the end of the day.",Art Zinn
1044,2007-02-05,Michigan,Big Powderhorn Mountain,5,"My first trip to Big Powderhorn was a real treat.  First of all, I was spending a day off from my real job, staying in Hurley WI (just across the Wisconsin border) and relaxing with some friends.  Second of all, I got a chance to ski some of next year’s skis too.  n, the real kicker: 8"" of fresh snow on top of an already fantastic base of all natural snow.   stoke level was high as I clicked in to ski Big Powderhorn for the first time.

It had been almost 24 hours since the 8” (this is the ’s estimate…in actuality, I think it was closer to a foot of snow), but my friends and I could see from the parking lot that there was still fresh snow or minimally tracked snow to poach.  It was Monday, and the parking lot was empty.  We got tickets from the friendly staff (a mere $40 as well, not a bad price at all) and headed up the chair immediately to the right of the chalet.   old center pole lift scooped us up and slowly dragged us to the top of the main peak.  We dropped in and skied some of the softest corduroy this side of the Rockies.  re wasn’t a single scrapping noise of skis on ice as we sliced down the run.  We got to the same chair, gave each other a nodding approval, and headed back up.  We know the groomed snow was great…but could we find some fresh stuff?

 answer was yes, and a big freaky yes at that.  We got off the same lift and cut further to skiers right, coming down a run that had not been groomed on one half of a split at the top of a steep ridge (the run is called “Double Barrel” I believe).  Located right to skier’s right of the lift we were lapping, the trail peaks out at the top of a ridge, and splits into two forks (hence the “Double Barrel” I would assume).   shorter, less steep skier’s left fork was groomed out, but the longer, slightly steeper skier’s left was all fresh with no tracks.  We bombed this run—getting a little more air than expected over the ridge—and tracked through fresh snow, as powder shots came up to our knees.  Big Powderhorn was quickly ranking high as one of my favorite Midwest ski s.

We lapped Double Barrel a few more times, then headed to chair 4 and skied the chute under the lift (a nice, rolling steep) and Katie’s Catwalk: a narrow, slightly snowed chute next to chair 4.  We found a few mini stashes of fresh snow, but for the most part, the chutes were icy at most parts.  My only assumption for this was that the wind was whipping directly up this part of the hill, leaving the chutes barren.  It was no matter, however, as the runs here were a nice change to Big Powderhorn’s relatively flat terrain.  While we were able to thus far find steep runs, most of Powderhorn’s terrain is flat, or slowly rolling out, so you don’t get up to the speeds you may want.  By the time you do, your run is over and it’s back to the chair.  So we continued our quest to find fresh snow and steep terrain.

We pushed all the way to skier’s right and found a long, wide green run.  It was pretty flat, but we gained enough speed to poach fresh snow on the bottom half of the run.  We took the chair up and repeated a few times.  We hadn’t found anything steeper than the chutes or the front run we hit earlier, so we soon returned to lap these instead.

Big Powderhorn is an excellent beginner’s mountain, with plenty of terrain to challenge any entry level to high intermediate skier.   terrain is also varied, which adds to the challenge.  But skiers looking for steeps may want to look somewhere else.  re’s also no tree skiing available, so you’ll have to look somewhere else in the UP for that as well.

What Powderhorn lacks in terrain is instantly made up by the staff and the staff’s attitude.  I was put off originally by the rental shop at Big Powderhorn: they were renting old, nearly unshaped skis with rear entry boots.  I was appalled.  I thought for sure that this was going to reflect an old school mentality among the staff: that shaped skis and kids skiing in baggy pants were what’s going wrong with the sport (when, in essence, it’s these people who hold the sport back).  So you can imagine my surprise when the liftie took a look at our next gen shaped skis and said “awesome sticks.”  Right away, I knew that this place was different from all the other old school ski s out there.   other thing that set aside Big Powderhorn from all the other old, crusty s was their policy on grooming: unlike Lutsen, MN and Spirit Mountain, MN, Big Powderhorn decided to give you an option on what you want to ski.  y smartly groom the flat runs that are mostly beginner runs, and then groom half of other runs and leave the other half available for those of us who wish to ski fresh snow or naturally occurring bumps.  What a great surprise this was.  Giving the consumer a choice—what a fresh concept of thinking.

 décor of Big Powderhorn may make you think that you are stepping into a time machine.  But essentially, this is the idea.  By giving off a throw back to the golden age of skiing, Powderhorn pays tribute to itself and it’s rich history.  It’s a little frighteningly tacky at times, but once you realize what you are surrounded by, you mind it less and less.   fact that the prices are reflected by this old school mentality is also welcomed.  $40 for a day pass, and only $9 to eat lunch (that’s a bowl of chili, a hot ham ‘n cheese sandwich, and a Powderade)…these prices are unheard of at many ski s.  Additionally, the staff isn’t narrow minded…they are friendly and very welcoming.  Big Powderhorn does everything right on the consumer end.

My only gripes are minimal about Big Powderhorn.  While the terrain may be flat, it’s varied enough to keep you interested and steeps can be found—short as they may be.   staff and prices are very friendly as well, and this could be an excellent family ski location as the terrain is highly conducive to beginner and intermediate skiers.   fact that the  makes great use of it’s lake effect snow—which pummels the  starting in mid January—is also very important to the overly critical skier (that’s me!).  Big Powderhorn is well worth stopping at if you are on your way to the UP.  You’ll enjoy the prices, terrain, and most of all: the snow!",Mike134
