,ski_resort,airport_1,distance_1,lat,long,airport_2,distance_2,lat_2,long_2,airport_3,distance_3,lat_3,long_3
137,Hilltop,Merrill ,9.819356573354806,61.21437861,-149.8461614,Lake Hood SPB,12.936733577944354,61.18000361,-149.9719322,Lenawee County,4769.506929425563,41.86943667,-84.07480528
138,Hogadon,Natrona County Intl,14.488943268388466,42.90835556,-106.46446609999998,Converse County,74.7600832023451,42.79725,-105.3857361,Palm Beach County Glades,2922.3510030898715,26.78503861,-80.69335528
139,Holiday Mountain,Monticello,7.3058957064883145,41.62249167,-74.70141111,Wurtsboro-Sullivan Cty,13.424541425879331,41.59720444,-74.45840722,McCook Municipal,2180.2258121028044,40.20638889,-100.5918056
140,Holiday Mountain,Monticello,7.3058957064883145,37.937215,-109.3465053,Wurtsboro-Sullivan Cty,13.424541425879331,41.59720444,-74.45840722,McCook Municipal,2180.2258121028044,40.20638889,-100.5918056
141,Holiday Valley,Olean Muni,25.085613495026887,42.24006611,-78.371685,Chautauqua Cty,50.0600374023788,42.15336861,-79.25803499999999,Arctic Village,4771.552308589216,68.11608083,-145.5761114
142,Holimont,Olean Muni,25.085613495026887,42.24006611,-78.371685,Chautauqua Cty,50.0600374023788,42.15336861,-79.25803499999999,Arctic Village,4771.552308589216,68.11608083,-145.5761114
143,Hoodoo,Roberts ,31.898936886967732,44.25406722,-121.1499633,Sunriver,46.75379618264895,43.87633333,-121.45305559999998,Portland Municipal,3008.068772546732,36.59287528,-86.47691028
144,Hoodoo,Roberts ,31.898936886967732,44.25406722,-121.1499633,Sunriver,46.75379618264895,43.87633333,-121.45305559999998,Portland Municipal,3008.068772546732,40.45076167,-84.99007917
145,Howelsen Hill,Steamboat Springs,4.54431638233552,40.51625944,-106.8663006,Yampa Valley,32.64375855257608,40.48118028,-107.21765970000001,Wayne County,2096.693381373228,40.87480556,-81.88825
146,Howelsen Hill,Steamboat Springs,4.54431638233552,40.51625944,-106.8663006,Yampa Valley,32.64375855257608,40.48118028,-107.21765970000001,Wayne County,2096.693381373228,36.85527778,-84.85613889
147,Hunt Hollow,Dansville Muni,21.514044394975226,42.57089972,-77.71305083,Hornell Muni,33.85576498803898,42.38214444,-77.6821125,Perry-Warsaw,48.883513351146945,42.74134667,-78.05208056
148,Hunter Mountain,Maben,15.832345435231788,42.27230778,-74.39403667,Freehold,20.933116437173926,42.36425,-74.06596806,Grandfield Municipal,2308.0664745932304,34.23758944,-98.74200917
149,Hyland Ski Snowboard Area,Flying Cloud,7.537087085034866,44.82724111,-93.45714639,Minneapolis-St Paul Intl,12.33148122036858,44.88054694,-93.2169225,Babelthoup/Koror,12497.37584253467,7.367222,134.544167
150,Jack Frost,Pocono Mountains Muni,18.594129051680607,41.1374775,-75.37887833,Wilkes-Barre Wyoming Valley,31.390901973056035,41.29717222,-75.85120556,Brenham Municipal,2224.2015683461923,30.219,-96.37427778
151,Jackson Hole,Jackson Hole,7.523518112027831,43.60732417,-110.7377389,Dubois Municipal,91.68468569401202,43.54834722,-109.6902611,Gillespie County,1819.0242002257357,30.24369444,-98.90952778
152,Jay Peak,Newport State,21.89351210424209,44.88879722,-72.22915833,Franklin County State,46.93259354361845,44.94028083,-73.09746,Prague Municipal,2297.0318676269076,35.48201417,-96.71862944
153,Jay Peak,Newport State,21.89351210424209,41.53243972,-71.28154389,Franklin County State,46.93259354361845,44.94028083,-73.09746,Prague Municipal,2297.0318676269076,35.48201417,-96.71862944
154,Jiminy Peak,Pittsfield Municipal,14.316294739833191,44.76852778,-69.37441667,Rensselaer Air Park,28.049818231647688,42.69091194,-73.57956,White Cloud,1019.427761810816,43.55974139,-85.77421944
155,Jiminy Peak,Pittsfield Municipal,14.316294739833191,42.42684667,-73.29292806,Rensselaer Air Park,28.049818231647688,42.69091194,-73.57956,White Cloud,1019.427761810816,43.55974139,-85.77421944
156,June Mountain,Lee Vining,20.032690686262768,37.95825861,-119.1065375,Bryant ,55.2578188239672,38.26241917,-119.2257094,Grand Rapids-Itasca County,2329.119542904381,47.21110333,-93.50984472
157,Kelly Canyon,Rexburg-Madison County,22.609738179158683,43.83391139,-111.80510500000001,Idaho Falls Regional,27.22178430971314,43.51455556,-112.07016670000002,Sanderson ,972.474651520328,47.23355556,-123.14755559999999
158,Keystone,Lake County,51.66926210268455,42.16111111,-120.39907029999999,Jeffco,78.92343954180224,39.90878667,-105.11721580000001,Big Sandy,1011.0869113096231,48.16247972,-110.11326310000001
159,Keystone,Lake County,51.66926210268455,39.2202675,-106.3166906,Jeffco,78.92343954180224,39.90878667,-105.11721580000001,Big Sandy,1011.0869113096231,48.16247972,-110.11326310000001
160,Killington,Rutland State,16.047307507894786,43.52990694,-72.94961500000001,Fair Haven,35.052720108000585,43.61534389,-73.27455556,Midland International,2868.695490460367,31.94252778,-102.20191390000001
161,King Pine,Eastern Slopes Regional,17.790993819236835,43.99114472,-70.94787444,Oxford County Regional,58.32603720769358,44.15742611,-70.48129583,Pine River Regional,1842.3449665869516,46.7247875,-94.3817
162,Kirkwood,Lake Tahoe,22.320342232735594,38.89388167,-119.9953347,Minden-Tahoe,43.27585188992427,39.00030889,-119.7508064,Nogales International,1165.4036027622094,31.41772222,-110.8478889
163,Kissing Bridge,Hamburg Inc.,22.88966385844703,42.7008925,-78.91475694,Angola ,27.643686585023765,42.66010111,-78.99115556,Smithville Municipal,2161.3467550805863,35.98531194,-85.80931806
164,Kissing Bridge,Hamburg Inc.,22.88966385844703,42.7008925,-78.91475694,Angola ,27.643686585023765,42.66010111,-78.99115556,Smithville Municipal,2161.3467550805863,30.03048028,-97.16687194
165,Labrador Mt.,Cortland Cty-Chase ,20.20950085729635,42.59264528,-76.2148825,Skaneateles Aero Drome,40.434199539811345,42.91395583,-76.44076889,Hamilton Municipal,2301.7512551739046,31.66592639,-98.1486375
166,Lee Canyon,North Las Vegas,12.076492119106591,36.21166667,-115.19575,McCarran International,26.640795929667775,36.08036111,-115.15233329999998,Imperial Municipal,1277.294303606249,40.50930556,-101.62052779999999
167,Liberty,Gettysburg  & Travel Center,12.20495755747823,39.84092833,-77.27415139,Chambersburg Muni,32.63380310861079,39.97295167,-77.64326778,Chatham Municipal,657.9059502679443,41.68840028,-69.98952417
168,Little Switzerland,Hartford Municipal,9.16401739846791,43.34927806,-88.39112528,Capitol,29.02142634244145,43.087509999999995,-88.17786917,Woodruff County,932.9377760842784,35.27175278,-91.27040417
169,Lookout Pass,Shoshone County,22.54677355194761,47.54769889,-116.18850079999999,Thompson Falls,46.8036995672674,47.57493556,-115.28431640000001,Clinton Cty,3239.9117052710467,44.68751861,-73.52452306
170,Loon Mountain,Plymouth Municipal,31.29187754596908,41.36513333,-86.30050417,Post Mills,53.27916301868448,43.884235,-72.25370333,Pine River Regional,1795.3518824417727,46.7247875,-94.3817
171,Loon Mountain,Plymouth Municipal,31.29187754596908,43.77923806,-71.75369056,Post Mills,53.27916301868448,43.884235,-72.25370333,Pine River Regional,1795.3518824417727,46.7247875,-94.3817
172,Loon Mountain,Plymouth Municipal,31.29187754596908,35.80843944,-76.75927694,Post Mills,53.27916301868448,43.884235,-72.25370333,Pine River Regional,1795.3518824417727,46.7247875,-94.3817
173,Loon Mountain,Plymouth Municipal,31.29187754596908,41.90902444,-70.72878778,Post Mills,53.27916301868448,43.884235,-72.25370333,Pine River Regional,1795.3518824417727,46.7247875,-94.3817
174,Lost Trail Powder Mountain,Ravalli County,35.66486171229012,46.25149444,-114.1255403,Stevensville,66.31944407742611,46.52511111,-114.05280559999999,Stuttgart Municipal,2278.257633204719,34.60054,-91.57457417
175,Lost Valley,Auburn-Lewiston Municipal,6.901570262172754,44.04847278,-70.2835075,Oxford County Regional,21.03442562606305,44.15742611,-70.48129583,Corona Municipal,4186.004114991596,33.89765389,-117.60243999999999
176,Loveland,Granby-Grand County,46.59240112207142,40.08970806,-105.9172367,Jeffco,54.451344375177214,39.90878667,-105.11721580000001,Big Sandy,1004.1490825864119,48.16247972,-110.11326310000001
177,Lutsen Mountains,Grand Marais/Cook County,30.469958846507673,47.83830556,-90.38313889,Silver Bay Municipal,71.13769209825698,47.24902778,-91.41558333,Duluth International,145.44191697041734,46.84209028,-92.19364861
178,Mad River Glen,Warren-Sugar Bush,9.243110973094298,44.11672722,-72.82705806,Edward F Knapp State,17.38248877872054,44.203505,-72.56232944,Midland International,2891.5910523423377,31.94252778,-102.20191390000001
179,Mad River Mountain,Bellefontaine Municipal,5.982039604971954,40.41208333,-83.73686111,Grimes ,25.78720654361746,40.12928306,-83.7548775,Hobart Municipal,1469.68122457191,34.9913075,-99.05135250000001
180,Magic Mountain,Springfield State/Hartness,26.788448967734585,43.34362889,-72.5173125,Claremont Municipal,38.879136037639284,43.37043194,-72.36867667,Montauk,249.92413901846837,41.07694333,-71.92039972
181,Magic Mountain Idaho,Joslin Field - Magic Valley,6.005669269920598,42.48180389,-114.4877356,Jerome County,21.36471644226562,42.72663639,-114.4571506,South St.Paul Municipal,1737.8290540206344,44.85713278,-93.03285389
182,Magic Mountain Vermont,Springfield State/Hartness,26.788448967734585,43.34362889,-72.5173125,Claremont Municipal,38.879136037639284,43.37043194,-72.36867667,Montauk,249.92413901846837,41.07694333,-71.92039972
183,Mammoth Mountain,Mammoth Yosemite,12.136116859311155,37.62404861,-118.8377722,Bryant ,71.79034694849355,38.26241917,-119.2257094,Grand Rapids-Itasca County,2330.0683851315016,47.21110333,-93.50984472
184,Maple Ski Ridge,Schenectady Cty,9.30557622240133,42.85245556,-73.92886750000001,Duanesburg,10.485405640113367,42.75840889,-74.13290472,Abilene Regional,2524.2546050026394,32.41132,-99.68189722
185,Marquette Mountain,Sawyer,17.296575515686712,46.35361111,-87.39583222,Marquette County Airport,17.297527994112993,46.353639,-87.395361,Memorial ,1420.1999552421507,34.47803389,-93.09620833
186,Massanutten,Shenandoah Valley Regional,20.79069761000064,38.26384333,-78.89643806,Charlottesville-Albermarle,50.13675051954148,38.13863889,-78.45286111,Telfair-Wheeler,794.6004990495289,32.09577778,-82.88002778
187,Maverick Mountain,Dillon,48.661422303673945,45.25536056,-112.55250670000001,Twin Bridges,64.45417705423556,45.53325917,-112.3091656,Ruby,3340.647917453164,64.72721556,-155.4698886
188,McCauley Mountain Ski Center,Piseco Muni,46.50535149863846,43.45340222,-74.51765083,Oneida Cty,71.02664111872856,43.14511944,-75.38385889,Hillsboro Municipal,1761.0682354638093,47.35940778,-97.06041639
189,McCauley Mountain Ski Center,Piseco Muni,46.50535149863846,43.45340222,-74.51765083,Oneida Cty,71.02664111872856,43.14511944,-75.38385889,Hillsboro Municipal,1761.0682354638093,32.08348611,-97.09722722
190,Meadowlark,Worland Muni,40.54843246948698,43.96571306,-107.95083079999999,South Big Horn County,73.47369583202875,44.51644444,-108.08319440000001,Anderson ,1047.487284709915,48.10486806,-119.7206128
191,Mission Ridge,Pangborn Memorial,8.25578902403142,47.39886111,-120.20683329999999,Cashmere-Dryden,16.589463869534534,47.51484611,-120.48480249999999,Dillingham,2799.4892871230704,59.0454125,-158.5033389
192,Mohawk Mountain,Mountain Meadow Airstrip,27.513611562189382,41.77287528,-73.01121667,Sky Acres,37.128028578133694,41.70742861,-73.73802889,Illinois Valley,4100.408390077889,42.10372417,-123.68229109999999
193,Monarch Mountain,Harriet Alexander ,21.625518713321718,38.53916389,-106.0458483,Buena Vista Muni,32.74085506400199,38.81416194,-106.1206939,Woodbine Muni ,2713.580008733044,39.21915,-74.794765
194,Mont Ripley,Houghton County Memorial,7.029939330001689,47.16841722,-88.48906083,Ontonagon County,69.19665218562159,46.84547028,-89.36708806,Amery Municipal,358.47231077398664,45.28114833,-92.37539222
195,Montana Snowbowl,Missoula International,8.827423766548675,46.91630556,-114.09055559999999,Stevensville,38.84601246495944,46.52511111,-114.05280559999999,Rangeley Municipal,3314.7235355344956,44.991895,-70.66462472
196,Mount Holly,Bishop,21.081041805160115,37.37309556,-118.36360890000002,Dupont-Lapeer,35.274664040768045,43.06703333,-83.27244444,Easterwood ,1772.0660770996217,30.58858944,-96.36382417
197,Mount Holly,Bishop,21.081041805160115,42.96550333,-83.74345639,Dupont-Lapeer,35.274664040768045,43.06703333,-83.27244444,Easterwood ,1772.0660770996217,30.58858944,-96.36382417
198,Mount Kato,Mankato Regional,9.112722690473857,44.22164528,-93.91874333,Le Sueur Municipal,31.22592775921809,44.43746472,-93.91274083,Bamburg County,1641.6107270916098,33.30515528,-81.10898917
199,Mount Pleasant,Port Meadville,21.167045912238013,41.62652667,-80.21472750000001,Erie Intl,32.51768044539614,42.08202139,-80.17621556,Nondalton,5284.952567281721,59.97904306,-154.8396944
200,Mountain Creek,Sussex ,9.91489887468124,41.20020667,-74.62305056,Randall ,28.401153430233542,41.43156583,-74.39191722,Brenham Municipal,2311.03796102079,30.219,-96.37427778
201,Mountain High,Cable,28.164417412312222,34.11154056,-117.68758970000002,Hesperia,29.198747187719633,34.37722333,-117.31587830000001,Lincoln County,3308.588590644656,35.48332889,-81.16125833
202,Mt. Abram Ski,Col. Dyke ,8.779967700498602,44.42506444,-70.80784778,Oxford County Regional,31.197375768519578,44.15742611,-70.48129583,Corona Municipal,4147.225045535641,33.89765389,-117.60243999999999
203,Mt. Ashland,Ashland Muni-Sumner Parker ,4.052508557153795,42.19028361,-122.6606283,Rogue Valley International,24.106340402560694,42.37422778,-122.8734978,Springer Municipal,1684.2909799390816,36.32697806,-104.61971170000001
204,Mt. Bachelor,Bend Muni,10.026418140941102,44.09483333,-121.2006389,Sunriver,23.02955867357824,43.87633333,-121.45305559999998,Portland Municipal,2991.855153604025,36.59287528,-86.47691028
205,Mt. Bachelor,Bend Muni,10.026418140941102,44.09483333,-121.2006389,Sunriver,23.02955867357824,43.87633333,-121.45305559999998,Portland Municipal,2991.855153604025,40.45076167,-84.99007917
206,Mt. Baker,Bellingham Intl,7.281669532841334,48.79275,-122.53752779999999,Skagit Regional/Bay View,31.766789450213352,48.47088889,-122.42086110000001,Wrangell SPB,1085.9430839980034,56.466325,-132.38001809999997
207,Mt. Baldy,Cable,14.129002930915739,34.11154056,-117.68758970000002,Brackett ,19.663813936504845,34.09164833,-117.78178030000001,Morganton-Lenoir,3268.5172695614297,35.82149222,-81.61073639
208,Mt. Bhelor,Bend Muni,10.026418140941102,44.09483333,-121.2006389,Sunriver,23.02955867357824,43.87633333,-121.45305559999998,Portland Municipal,2991.855153604025,36.59287528,-86.47691028
209,Mt. Bhelor,Bend Muni,10.026418140941102,44.09483333,-121.2006389,Sunriver,23.02955867357824,43.87633333,-121.45305559999998,Portland Municipal,2991.855153604025,40.45076167,-84.99007917
210,Mt. Bohea,Houghton County Memorial,42.77983254795569,47.16841722,-88.48906083,Ontonagon County,118.3300584218759,46.84547028,-89.36708806,Amery Municipal,407.97154080764983,45.28114833,-92.37539222
211,Mt. Bohemia,Houghton County Memorial,42.77983254795569,47.16841722,-88.48906083,Ontonagon County,118.3300584218759,46.84547028,-89.36708806,Amery Municipal,407.97154080764983,45.28114833,-92.37539222
212,Mt. Brighton,New Hudson,15.94385450367272,42.50311694,-83.62371667,Livingston County,17.241573393444767,42.62950694,-83.98417361,Angoon SPB,3875.968513325724,57.50355528,-134.5850939
213,Mt. Crescent,Eppley Airfield,7.573057180070717,41.30251861,-95.89417306,Council Bluffs Municipal,14.31099398370001,41.25947222,-95.75997222,Madison County,1071.4199887417228,37.63152778,-84.33244444
214,Mt. Crescent,Eppley Airfield,7.573057180070717,41.30251861,-95.89417306,Council Bluffs Municipal,14.31099398370001,41.25947222,-95.75997222,Madison County,1071.4199887417228,39.93272694,-83.46200361
215,Mt. Holiday,Cherry Capital,5.34839964216874,44.74144472,-85.582235,Grayling Army Airfield,62.484001275217956,44.68032028,-84.72886278,Galion Municipal,498.70059767429206,40.75338889,-82.72380556
216,Mt. Hood Meadows,Hood River,35.49347209211023,45.67261833,-121.5364625,Columbia Gorge Regional,49.38896983167887,45.61854556,-121.1673439,Cheyenne County Municipal,1739.4190123785288,39.76104833,-101.79584140000001
217,Mt. Hood Skibowl,Hood River,44.38100605905844,45.67261833,-121.5364625,Portland-Troutdale,57.35309794696651,45.54936889,-122.4012519,Cheyenne County Municipal,1742.0367810219063,39.76104833,-101.79584140000001
218,Mt. Jefferson,Lincoln Regional,19.404044187814012,45.36216083,-68.53474694,Millinocket Municipal,44.62702910120196,45.64783611,-68.68556194,Philadelphia Municipal,2265.6946667367947,32.799577500000005,-89.12589472
219,Mt. La Crosse,La Crosse Municipal,7.304368700062695,43.87937972,-91.25653778,Houston County,31.542589177863263,43.59635861,-91.50394639,Kennett Memorial,849.4984696831818,36.23087083,-90.03466806
220,Mt. Peter,Warwick Muni,5.104210155754677,41.28759361,-74.28709472,Randall ,22.390154068243827,41.43156583,-74.39191722,Wm T Piper Memorial,261.4375570376012,41.13618028,-77.42053556
221,Mt. Rose Ski Tahoe,Carson,19.96090019430289,39.19222972,-119.7343611,Reno/Tahoe International,21.435920062498166,39.49857611,-119.76806470000001,Greenville Muni,3324.1802431226743,41.44683167,-80.39126167
222,Mt. Shasta,Dunsmuir Municipal-Mott,6.110226640823444,41.26320889,-122.2719528,Weed,21.861317084056914,41.47487,-122.4530739,Molokai,3953.5111183560075,21.15288583,-157.0962561
223,Mt. Snow,William H. Morse State,29.84918737464912,42.891332500000004,-73.24640749999999,Dillant-Hopkins,51.42718581881655,42.89839944,-72.27078111,Montauk,225.2018334506937,41.07694333,-71.92039972
224,Mt. Southington,Robertson ,10.493927948990416,41.69037667,-72.8648225,Hartford Brainard,24.461097480395672,41.73626861,-72.65021389,Piedmont Triad International,864.0599616662415,36.09774694,-79.9372975
225,Mt. Southington,Robertson ,10.493927948990416,48.75301778,-98.39333694,Hartford Brainard,24.461097480395672,41.73626861,-72.65021389,Piedmont Triad International,864.0599616662415,36.09774694,-79.9372975
226,Mt. Spokane,Deer Park,25.103544161693396,47.96663889,-117.42666670000001,Coeur D'Alene Air Terminal,26.350618126284417,47.77429167,-116.81962309999999,Wiley Post,2111.0618266441866,35.53455,-97.64721556
227,Mt. Sunapee,Parlin ,16.62672842710418,43.38812944,-72.18925417,Claremont Municipal,29.382847310925975,43.37043194,-72.36867667,Montauk,248.20823518729333,41.07694333,-71.92039972
228,Mulligan's Hollow,Grand Haven Memorial Airpark,4.055792358027647,43.03404639,-86.1981625,Muskegon County,11.859677149238193,43.16948806,-86.23822306,Alakanuk,5296.475189061398,62.68004417,-164.6599253
229,Nashoba Valley,Minute Man Airfield,14.750674869844204,42.46045361,-71.51791444,Boire ,23.37932392114012,42.78176306,-71.51477944,McCreary County ,1285.6669473102975,36.69591306,-84.39160389
230,New Hermon Mountain,Belfast Municipal,15.19064794031981,44.40966667,-69.01225,Bangor International,35.425156894777245,44.80744444,-68.82813889,Martin ,2229.214829089329,42.45416111,-96.47253111
231,Nordic Mountain,Wautoma Municipal,13.234464799838635,44.04162556,-89.30448694,Waupaca Municipal,27.057780181198904,44.33368778,-89.01549861,Hope,4302.24020315395,60.90415028,-149.6238389
232,Nordic Valley,Ogden-Hinckley,17.071908894208597,41.19594417,-112.012175,Brigham City,31.530865603273096,41.55239139,-112.0622625,Ruth,969.3064391692101,40.21125917,-123.29752309999999
233,Northstar California,Truckee-Tahoe,3.859952006994068,39.32004222,-120.13956280000001,Reno/Tahoe International,40.3993676472655,39.49857611,-119.76806470000001,Greenville Muni,3348.696679558128,41.44683167,-80.39126167
234,Norway Mountain,Ford,16.711219777486566,45.81835417,-88.1145425,Delta County,63.24780448971073,45.72266972,-87.09373139,Wells Municipal/Harriet ,2230.319986776893,41.11853306,-114.92226609999999
235,Nubs Nob,Harbor Springs,5.14870851137571,45.42556528,-84.91338389,Pellston Regional  of Emmet County,13.900169122001657,45.5709275,-84.796715,Tacoma Narrows,2869.1582167810975,47.26793111,-122.5780997
236,Oak Mountain,Piseco Muni,14.487037884688696,43.45340222,-74.51765083,Saratoga Cty,65.82503742643729,43.05126111,-73.86119444,Hillsboro Municipal,1814.7246417020062,47.35940778,-97.06041639
237,Oak Mountain,Piseco Muni,14.487037884688696,43.45340222,-74.51765083,Saratoga Cty,65.82503742643729,43.05126111,-73.86119444,Hillsboro Municipal,1814.7246417020062,32.08348611,-97.09722722
238,Ober Gatlinburg Ski,Gatlinburg-Pigeon Forge,16.574573016303365,35.85775889,-83.52870472,Knoxville Downtown Island,42.57016816355341,35.96383361,-83.87365389,Springfield-Branson Regional,898.0115070540209,37.24432611,-93.38685806
239,Okemo Mountain,Springfield State/Hartness,17.390019337542203,43.34362889,-72.5173125,Claremont Municipal,28.364562077350534,43.37043194,-72.36867667,Montauk,266.69901845655954,41.07694333,-71.92039972
240,Omni Homestead,Ingalls ,5.33617140591316,37.95144444,-79.83389444,Greenbrier Valley,52.22030636881282,37.85830556,-80.39947222,Palmer Municipal,5292.915013440232,61.59474194,-149.08882419999998
241,Otis Ridge,Great Barrington,25.330615340770894,42.18421417,-73.40324056,Simsbury Tri-Town,40.70661074609822,41.91676389,-72.77731778,Apple Valley,3890.201212306656,34.57528944,-117.18617920000001
242,Pajarito Mountain,Los Alamos,3.0361906392410014,35.87980194,-106.26941529999999,San Juan Pueblo,28.17481284678026,36.02502306,-106.04641140000001,Elizabeth ,3018.519149943315,41.25130806,-72.03161139
243,Palisades Tahoe,Truckee-Tahoe,15.992748884885842,39.32004222,-120.13956280000001,Minden-Tahoe,47.21389888852999,39.00030889,-119.7508064,Greenville Muni,3357.3066102826756,41.44683167,-80.39126167
244,Paoli Peaks,Paoli Municipal,3.069109296397636,38.58338806,-86.46248778,French Lick Municipal,15.683040714245244,38.50622139,-86.63693528,Hamilton-Fairfield,190.580912248413,39.36448861,-84.52457722
245,Park City Mountain,Heber City Municipal/Russ McDonald ,19.176280636612944,40.48180556,-111.42880559999999,Salt Lake City Municipal 2,41.86750094415843,40.61954,-111.9928858,Ruth,999.1698092542343,40.21125917,-123.29752309999999
246,Pats Peak,Concord Municipal,26.066933302452487,43.20273278,-71.50228556,Manchester,41.517455800225676,42.93451639,-71.43705583,Montauk,233.97047248262746,41.07694333,-71.92039972
247,Pebble Creek,Pocatello Regional,30.650858567044985,42.91130556,-112.59586110000001,McCarley,46.568879064481095,43.20925,-112.34958610000001,Sanderson ,986.9664666490733,47.23355556,-123.14755559999999
248,Peekn Peak,Lawrence,24.72035718082841,41.90755611,-79.64105083,Erie Intl,36.836885573879,42.08202139,-80.17621556,Columbia Regional,1117.0038460575822,38.81809306,-92.21962917
249,Perfect North Slopes,Cincinnati West,15.384835617405392,39.25894444,-84.77430556,Cincinnati Northern Kentucky Intl,22.54169621327406,39.04614278,-84.6621725,Fort Worth Meacham International,1323.1644843179683,32.81977778,-97.36244444
250,Pico Mountain,Rutland State,16.047307507894786,43.52990694,-72.94961500000001,Fair Haven,35.052720108000585,43.61534389,-73.27455556,Midland International,2868.695490460367,31.94252778,-102.20191390000001
251,Pine Knob,Oakland-Pontiac,9.861568978458711,42.66520389,-83.41870917,Troy-Oakland,27.750633839413297,42.54294389,-83.17790861,Easterwood ,1776.193822246644,30.58858944,-96.36382417
252,Pine Mountain,Ford,3.0738141391652984,45.81835417,-88.1145425,Crandon Municipal,74.801507309168,45.51662972,-88.93344694,Wells Municipal/Harriet ,2216.423328586343,41.11853306,-114.92226609999999
253,Plattekill Mountain,Maben,21.41373070183429,42.27230778,-74.39403667,Oneonta Muni,42.66098110023584,42.52476694,-75.06446167,Madera Municipal,3890.3085820600204,36.9857175,-120.1119844
254,Pleasant,Eastern Slopes Regional,12.999491254254538,43.99114472,-70.94787444,Oxford County Regional,28.838720416163145,44.15742611,-70.48129583,O Neill Municipal,2253.0005266611042,42.46988889,-98.68805556
255,Pomerelle Mountain,Burley Municipal,21.45839376994592,42.54260361,-113.77154420000001,Jerome County,80.00580909588132,42.72663639,-114.4571506,Sanderson ,924.6581376732713,47.23355556,-123.14755559999999
256,Powder Mountain,Ogden-Hinckley,20.343187569792804,41.19594417,-112.012175,Brigham City,34.86916513746727,41.55239139,-112.0622625,Ruth,974.1854376676713,40.21125917,-123.29752309999999
257,Powder Ridge Connecticut,Meriden-Markham Municipal,7.790552084466772,41.50871472,-72.82947833,Chester,23.247698639865064,41.38390472,-72.50589444,Piedmont Triad International,865.6843491408688,36.09774694,-79.9372975
258,Powder Ridge Minnesota,Litchfield Municipal,29.06259959849518,39.16635306,-89.67489694,St Cloud Regional,31.896639986214616,45.54532417,-94.05833667,Skagway SPB,3127.1767901261583,59.44689528,-135.32266330000002
259,Powder Ridge Minnesota,Litchfield Municipal,29.06259959849518,45.09712889,-94.50726833,St Cloud Regional,31.896639986214616,45.54532417,-94.05833667,Skagway SPB,3127.1767901261583,59.44689528,-135.32266330000002
260,Powderhorn,Walker ,33.80040757120172,39.1224125,-108.5267347,Blake ,42.84480438924897,38.78539722,-108.0636611,"W. H. \Bud\"" Barron """,2373.456148534614,32.56445806,-82.98525556
261,Purgatory Mountain,Telluride Regional,36.59916718645876,37.95375861,-107.90848000000001,Durango-La Plata County,53.87064739659441,37.15151667,-107.75376920000001,Rafael Hernandez,4475.496635583316,18.49486111,-67.12944444
262,Ragged Mountain,Parlin ,30.041679220464207,43.38812944,-72.18925417,Claremont Municipal,44.40626419178207,43.37043194,-72.36867667,Pine River Regional,1798.7302972420557,46.7247875,-94.3817
263,Red Lodge Mtn.,Red Lodge,1.621654875387474,45.18744472,-109.26737779999999,Columbus,49.29690701568348,45.6291075,-109.25071670000001,Cottage Grove State,1102.6154910762482,43.79984528,-123.0289678
264,Red River,Questa Municipal Nr 2,19.896570655003874,36.80030556,-105.5975,Raton Municipal/Crews ,80.6481134237048,36.74152778,-104.5021833,Nantucket Memorial,3075.0826899227945,41.25305194,-70.06018139
265,Roundtop Mountain,Capital City,13.590737447905864,40.21713889,-76.85147222,Harrisburg Intl,16.760217706362422,40.19349528,-76.76340361,Shively ,2509.225427532049,41.44485944,-106.82352639999999
266,Roundtop Mountain,Capital City,13.590737447905864,38.18248861,-84.90470083,Harrisburg Intl,16.760217706362422,40.19349528,-76.76340361,Shively ,2509.225427532049,41.44485944,-106.82352639999999
267,Roundtop Mountain,Capital City,13.590737447905864,42.7787,-84.58735806,Harrisburg Intl,16.760217706362422,40.19349528,-76.76340361,Shively ,2509.225427532049,41.44485944,-106.82352639999999
268,Royal Mountain,Fulton Cty,16.756870543691456,42.99821222,-74.32955111,Duanesburg,46.845135022514356,42.75840889,-74.13290472,Hillsboro Municipal,1822.6426246651972,47.35940778,-97.06041639
269,Royal Mountain,Fulton Cty,16.756870543691456,42.99821222,-74.32955111,Duanesburg,46.845135022514356,42.75840889,-74.13290472,Hillsboro Municipal,1822.6426246651972,32.08348611,-97.09722722
270,Sandia Peak,Albuquerque International,20.250924501474227,35.04022222,-106.6091944,Double Eagle II,28.441721040870604,35.14515278,-106.79516170000001,Elizabeth ,3063.200818300723,41.25130806,-72.03161139
271,Sapphire Valley,Jackson County,24.875016930211,34.17402472,-83.56066528,Macon County,31.534975890300572,35.222595,-83.41904389,Hillsdale Municipal,768.0884718427094,41.92126083,-84.5857625
272,Sapphire Valley,Jackson County,24.875016930211,36.39728139,-85.64164278,Macon County,31.534975890300572,35.222595,-83.41904389,Hillsdale Municipal,768.0884718427094,41.92126083,-84.5857625
273,Sapphire Valley,Jackson County,24.875016930211,35.3168625,-83.20936806,Macon County,31.534975890300572,35.222595,-83.41904389,Hillsdale Municipal,768.0884718427094,41.92126083,-84.5857625
274,Sapphire Valley,Jackson County,24.875016930211,29.001009999999997,-96.58194667,Macon County,31.534975890300572,35.222595,-83.41904389,Hillsdale Municipal,768.0884718427094,41.92126083,-84.5857625
